Company Name,Website,Phone,Industry,Company Size,HQ,Type,Founded,Location,Latitude,Longitude,Specialities
DANIELS ENTERTAINMENT LTD, ,,Entertainment,11-50 employees,,,, ,-23.378355,150.509881, 
Auscorp Entertainment,http://auscorp-e.com.au,,Entertainment, ,,,, , , , 
JJK Entertainment, ,,Entertainment, ,"PANANIA, New South Wales",,, ,-19.55592,127.662173, 
Bucking Entertainment,http://buckingentertainment.com.au,,Entertainment, ,,,, , , , 
Oscorp Entertainment Pty Ltd,http://oscorpentertainment.com,,Entertainment, ,,,, , , , 
Vanish Entertainment Group,http://vanish.com.au,,Entertainment, ,,,, , , , 
M4 ENTERTAINMENT LIMITED,http://www.bmw.in/in/en/newvehicles/mseries/m4coupe/2014/showroom/index.html?gclid=CN_Tu9D5scgCFREnjgodIhUFuA,,Entertainment,11-50 employees,,,, , , , 
Palace J Entertainment ,http://www.palacej.com.au,,Entertainment,2-10 employees,"Osborne Park, WA",Privately Held,2018,"Osborne Park, WA 6017, AU", , , 
Tucan Entertainment,http://www.tucanent.com,,Entertainment,2-10 employees,,Partnership,,"Adelaide,   AU",-34.929075,138.602578, 
Kings Entertainment Complex, ,,Entertainment, ,"Dingley Village, Victoria",,, , , , 
Magnificent Entertainment,http://magnificententertainment.com.au,,Entertainment, ,,,, ,-19.55592,127.662173, 
Festival Entertainment,http://festivalentertainment.com.au,,Entertainment, ,"Victoria, Victoria",,, , , , 
Dynamic Entertainment Jumping Castles,http://dynamicent.com.au,,Entertainment, ,"Campbelltown, New South Wales",,, , , , 
The Ramons Entertainment,http://ramons.com.au,,Entertainment, ,"Maroubra, New South Wales",,, ,-33.893259,151.226752, 
Edge Entertainment Click To Free Call,http://edgeentertainment.com.au,,Entertainment, ,,,, , , , 
Kidstuff Entertainment, ,,Entertainment, ,,,, , , , 
JMA Entertainment,http://jmaentertainment.com.au,,Entertainment, ,,,, ,-34.27038,140.572021, 
Tezza Entertainment,http://tezzaentertainment.com,,Entertainment, ,"Wingham, New South Wales",,, ,-19.55592,127.662173, 
Byron Entertainment Centre,http://byronentertainmentcentre.com.au,,Entertainment, ,"Byron Bay, New South Wales",,, ,-28.633597,153.580434, 
Manik Entertainment,http://manikdjs.com.au,,Entertainment, ,,,, ,-19.55592,127.662173, 
Lulus Entertainment,http://lulusentertainment.com.au,,Entertainment, ,,,, , , , 
Groovy Entertainment,http://groovyentertainment.com.au,,Entertainment, ,,,, ,-37.743376,144.799269, 
Rampant Entertainment,http://rampantentertainment.net,,Entertainment, ,,,, , , , 
Overload Entertainment,http://overload.net.au,,Entertainment, ,"Woy Woy, New South Wales",,, ,-37.799486,144.895843, 
Fassifern Entertainment,http://fassifernentertainment.com,,Entertainment, ,"Roadvale, Queensland",,, , , , 
Tropica Entertainment,http://tropicaent.com.au,,Entertainment, ,,,, ,-19.55592,127.662173, 
Ardanien Entertainment,http://ardanien.com.au,,Entertainment, ,,,, ,-19.55592,127.662173, 
SoundStorm Entertainment, ,,Entertainment, ,,,, ,-19.55592,127.662173, 
DoubleGee Entertainment,http://doublegee4entertainment.wordpress.com,,Entertainment, ,,,, , , , 
Vesta Entertainment Directory,http://vestaentertainment.com.au,,Entertainment, ,,,, , , , 
NikNat Entertainment,http://goldcoastdjs.com.au,,Entertainment, ,,,, ,-19.55592,127.662173, 
Unidisc Entertainment,http://unidisc.com.au,,Entertainment, ,,,, ,-19.55592,127.662173, 
Epic Entertainment Australia,http://epicpresents.com.au,,Entertainment, ,,,, ,-19.55592,127.662173, 
Popsicles Entertainment,http://popsicles.com.au,,Entertainment, ,,,, ,-19.55592,127.662173, 
Encore Entertainment Distributors,http://encore-ed.com.au,,Entertainment, ,,,, , , , 
BINGE,https://register.binge.com.au/,,Entertainment,51-200 employees,"Artarmon, NSW",Public Company,,"4 Broadcast Way, Artarmon, NSW 2064, AU",-33.820408,151.185552,entertainment and streaming
Illusionist Perth - Elegant Event Entertainment,http://www.chewengchye.com,,Entertainment,0-1 employees,"Perth, Western Australia",Self-Employed,2000,"Perth, Perth, Western Australia 6000, AU",-31.952477,115.859851, 
FOTO MASTER,https://fotomaster.com,,Entertainment,11-50 employees,,Privately Held,2011, ,-28.09282,153.442538,"Mirror Me Booth, Photo Mosaic Booth, Beauty Mirror Booth, Retro Mirror Booth, AIR Graffiti Wall, Mobile Flipbook Studio, Augmented Reality Photo Booth, Mini Me Photo Booth, Neon Video Booth, Software Development, Product Design, Product Manufacturing, Innovative Products for Events, Photo Mosaic Wall, Photo Booth, Buy Photo Booth, Photobooth, Virtual Mosaic, and Virtual Photo Booth"
"All Access Staging and Productions, Inc.",http://www.allaccessinc.com,,Entertainment,51-200 employees,,Privately Held,1991, , , ,"Stage Systems & Structures, Custom Set Fabrication, Automation & Effects, LED & Effects Lighting, Concerts & Tours, Festivals, Television & Award Shows, and Sports Entertainment"
DJ Andreas - Magnetic Storm Entertainment,https://www.magneticstorm.com.au,,Entertainment,0-1 employees,"Perth, WA",Sole Proprietorship,1990,"Alfred Cove, Perth, WA 6000, AU",-31.956035,115.847023,"Wedding DJ Perth, School & Formal DJ services - Perth, Event DJ Perth, and Birthday party specialist DJ Services"
Hoodlum,http://hoodlum.com.au,+61 7 3871 2555,Entertainment,11-50 employees,"Alderley, Queensland",Privately Held,1999, , , , 
Kingpin ,https://www.kingpinplay.com,,Entertainment,201-500 employees,"North Sydney, NSW",Public Company,1999,"Level 8, 60 Miller Street, North Sydney, NSW 2060, AU",-33.839122,151.206352,"Corporate Entertainment, Team Building Events, Product Launches, Fundraising Functions, Christmas Parties, EOFY Events, Birthday Parties, Family Entertainment Centre, Edutainment, Birthday Parties, School Holiday Activities, Group & Corporate Events, Family Amusement Centre, Arcade Games, Bowling, Laser Tag, Gift Cards, EOFY Events, Multi-attraction Indoor Centre, and Redemption Games"
Rubik's Cube Magician - Elegant Event Entertainment,http://www.chewengchye.com,,Entertainment,0-1 employees,"Perth, Western Australia",Self-Employed,2000,"Perth, Perth, Western Australia 6000, AU",-31.952477,115.859851, 
Artists In Motion (AIM),http://www.artistsinmotion.co/,,Entertainment,11-50 employees,"Rosebery, NSW",Privately Held,,"77 Dunning Ave, Suite 507, Rosebery, NSW 2050, AU",-33.917685,151.205569,"Creative Projects, Live Action, Immersive Entertainment, Experience Design, Installations, Exhibitions, Ceremonies, and Theatre"
La Boite Theatre,http://www.laboite.com.au/,,Entertainment,11-50 employees,"Kelvin Grove, QLD",Nonprofit,1925,"La Boite at the Roundhouse Theatre, 6 - 8 Musk Avenue, Kelvin Grove, QLD 4059, AU", , ,"Theatre, Culture, Arts, Music, and Entertainment"
Marriner Group,http://www.marrinergroup.com.au,03 9299 9990,Entertainment,"501-1,000 employees","Melbourne, Victoria",Privately Held,1988,"191 Collins Street, Melbourne, Victoria 3000, AU", , ,"Theatre, Functions & Events, Venue Management, Event Management, Food and Beverage, Catering, Concerts, Live Music, and Customer Experience"
Creature Technology Co.,http://www.creaturetechnology.com,,Entertainment,51-200 employees,"Port Melbourne, VICTORIA",Privately Held,2006,"461 Plummer Street, Port Melbourne, VICTORIA 3207, AU",-37.831761,144.928129,"Animatronic Puppetry, Arena Shows, Theme Parks, Stage Shows, Exhibitions, and Events"
Rubik's Cube Magician Perth - Elegant Event Entertainment,http://www.chewengchye.com,,Entertainment,0-1 employees,"Perth, Western Australia",Self-Employed,2000,"Perth, Perth, Western Australia 6000, AU",-31.952477,115.859851, 
Bubbling With Energy Entertainment,http://bubblingwithenergy.info,,Entertainment, ,"Ingleburn, New South Wales",,, , , , 
FUNLOCKA,http://www.funlocka.com,,Entertainment,2-10 employees,"Sydney, New South Wales",Privately Held,2017,"3 Kings Cross Rd, Sydney, New South Wales  AU",-33.868633,151.209421,"Strategy, Sponsorship, Entertainment, Experiences, Engagement , Motivation, Employee Engagement, Rewards & Loyalty, Networking, Community , FUN, Events, Content, and Client Engagement"
Beyond Home Entertainment,http://beyondhomeentertainment.com.au,,Entertainment, ,,,, , , , 
X-Gen Entertainment,http://www.xgenentertainment.com.au,,Entertainment,2-10 employees,"Sydney, NSW",Privately Held,2019,"Sydney, NSW 2000, AU",-33.901541,151.198098, 
White Pony Entertainment,http://www.whiteponyentertainment.com.au,,Entertainment,201-500 employees,,Privately Held,2009,"whiteponyentertainment.com.au, Melbourne,  3000, AU", , , 
Rubik's Cube Magician Australia - Elegant Event Entertainment,http://www.chewengchye.com,,Entertainment,0-1 employees,"Perth, Western Australia",Self-Employed,2000,"Perth, Perth, Western Australia 6000, AU",-31.952477,115.859851, 
Bogan Bingo Entertainment,http://www.boganbingo.com,,Entertainment,11-50 employees,,Public Company,2008,"Melbourne,   AU", , ,"Just one phone call, and we do the rest., We tailor the show and material to suit the audience., Its the best team building results you've ever hoped for., and We provide all sound equipment and bingo supplies."
Experience The Pulse,http://www.experiencethepulse.com,,Entertainment,11-50 employees,"Sydney, NSW",Privately Held,1996, , , ,"Cinematic Virtual Reality, Interactive Experiences, Live Environments, Virtual Platforms, Projection Mapping, Innovation and Technology, Software Development, Entertainment, and Learning"
Amplify,http://www.thisisamplify.com,,Entertainment,11-50 employees,"Sydney, NSW",Privately Held,2015, , , ,"Youth, TikTok, Reaching Audiences, Building Audiences, Entertainment, YouTube, Social, Tours, Events, Content, Influencers, Creators, Strategic Partnerships, and Brand Strategy"
Embed,http://embedcard.com,,Entertainment,51-200 employees,,Privately Held,2001, , , , 
Sims Events & Entertainment,https://www.simsevents.com.au/,,Entertainment,11-50 employees,"Narrabeen, NSW",Public Company,,"PO Box 22, Narrabeen, NSW 2101, AU",-33.720566,151.285398, 
Club Menangle,http://www.clubmenangle.com.au,246452200,Entertainment,51-200 employees,"Menangle Park, New South Wales",Nonprofit,1901,"170 Menangle Raod, Menangle Park, New South Wales 2563, AU",-34.102219,150.74425,"Harness Racing, Events, Hospitality, Entertainment, Conferencing, Weddings, and Restaurant"
Funhouse Family Entertainment Centres,http://funhouse.net.au,,Entertainment, ,,,, , , , 
"Capitol Theatre, Sydney",http://www.capitoltheatre.com.au,,Entertainment,51-200 employees,"SYDNEY, NSW",Privately Held,,"13 Campbell Street, SYDNEY, NSW 2000, AU", , ,"Theatre, Musical Theatre, Entertainment, Ballet, Guided Tours, Concerts, and Stage Shows"
Roadshow Films ,https://roadshow.com.au/,,Entertainment,51-200 employees,"South Yarra, Victoria",Public Company,,"1 Garden St, South Yarra, Victoria 3141, AU", , ,"Film Distribution, Entertainment, and Film/Television"
Jazz~Blues Entertainment,http://www.maureen.com.au,,Entertainment,0-1 employees,,Self-Employed,,"2300, AU",-32.930742,151.775436,"Concerts, Functions, Corporate Events, Music Festivals, Wine/Food Festivals, Community Events, Restaurants, and Theme Dinner Shows"
Grande Experiences,https://grande-experiences.com,,Entertainment,11-50 employees,"Port Melbourne, Victoria",Privately Held,2005, ,-31.100697,150.922842, 
Bollywood Club,http://www.bollywoodclub.com.au,,Entertainment,2-10 employees,"Sydney, `NSW",Privately Held,2008,"101 William Street, Darlinghurst, Sydney, `NSW 2065, AU",-33.874622,151.216798, 
Quickflix Limited,http://www.quickflix.com.au,,Entertainment,51-200 employees,"Sydney, NSW",Public Company,2004,"255 Rawson Street, Suite E, Sydney, NSW 2144, AU",-33.868633,151.209421,"Entertainment content distribution, Member services, Digital Product Development, Marketing, Editorial content production, and Technology R&D"
Exitus,http://www.exitus.com.au,,Entertainment,2-10 employees,"Port Melbourne, VIC",Privately Held,2014,"23 Salmon Street, Port Melbourne, VIC 3207, AU", , ,"Entertainment, Room Escape, Team bonding, Corporate, Social, Apollo Mission Room, Entombed Room, CSI Melbourne Room, Prison Break Room, and Casino Heist Room"
Party Higher: Wireless Headphone Entertainment Specialist,http://www.partyhigher.com.au,1300 734 726,Entertainment,11-50 employees,"McKinnon, Victoria",Privately Held,2011, , , ,"Silent Disco, Grafitti Artists, Daiquiri Machine Hire, Body Painting, Face Painting, DJ Hire, Lighting/Special effects Hire, Conferences, Silent Yoga, Silent Meditation, Silent Team Building, Organizational Development, Silent Cinema, Silent Readings, and Silent Comedy"
Mad Dog Entertainment, ,,Entertainment, ,"Malaga, Western Australia",,, , , , 
Elite Sounds Entertainment,http://elitesounds.com.au,,Entertainment, ,,,, , , , 
Tim Woods Entertainment,http://boxofficehits.com.au,,Entertainment, ,,,, , , , 
POW! Kids Entertainment,http://powkidsentertainment.com.au,,Entertainment, ,,,, , , , 
FRINGE WORLD Festival,http://www.fringeworld.com.au/,,Entertainment,11-50 employees,"Northbridge, WA",Nonprofit,,"89 Melbourne Street, Northbridge, WA 6003, AU",-31.947534,115.854597, 
North Coast Entertainment,http://www.myspace.com/byronweddings,,Entertainment, ,,,,"Byron Bay,   AU",-28.652511,153.613419, 
Twin Towns Entertainment,http://twintownsentertainment.com.au,,Entertainment, ,"Forster, New South Wales",,, ,-26.636609,153.088334, 
Dale Ryan Entertainment,http://www.daleryanentertainment.com.au,,Entertainment,2-10 employees,,Self-Employed,,"2073, AU",-33.751607,151.136642, 
Matt Jefferies Entertainment,http://mattjefferiesentertainment.com,,Entertainment, ,,,, , , , 
John Logan Entertainment,http://jle.coffsbiz.com,,Entertainment, ,"Coffs Harbour, New South Wales",,, ,-27.633046,153.150489, 
UNDA K9 ENTERTAINMENT, ,,Entertainment,2-10 employees,"Crows Nest, New South Wales",Privately Held,1999,"Pacific Hwy, Crows Nest, New South Wales 2065, AU",-33.825913,151.203643,"Record Label, Music Publishing, Urban & Hip Hop Touring, Urban Publicity, and Music Production"
Albury DJ Entertainment,http://www.alburydj.com.au/,,Entertainment,2-10 employees,"Lavington, NSW",,, ,-36.074771,146.914504, 
Bella's Clown Entertainment Company,http://bellasclown.com,,Entertainment, ,,,, , , , 
Something Else Entertainment,http://seentertainment.com.au,,Entertainment, ,,,, , , , 
James Leigh Entertainment Promotions,http://jamesleighpromo.com.au,,Entertainment, ,"Narre Warren, Victoria",,, ,-32.000385,115.909504, 
Top Rank Entertainment, ,,Entertainment, ,,,, , , , 
Cairns Premier Entertainment,http://cairnspremierentertainment.com.au,,Entertainment, ,"Cairns City, Queensland",,, , , , 
DJ Tigerboy Entertainment,http://tigerboyentertainment.com.au,,Entertainment, ,,,, , , , 
Penny Lane Entertainment &amp,http://pennylaneentertainment.com.au,,Entertainment, ,,,, ,-33.916753,151.232379, 
Timezone Australia,http://timezonegames.com/en-au,1300 421 567,Entertainment,"1,001-5,000 employees","North Sydney, New South Wales",Privately Held,1978,"60 Miller St, Level 8, North Sydney, New South Wales 2060, AU",-33.839122,151.206352,"Amusement , Arcades, Family Entertainment Centres, Indoor Entertainment, Entertainment Precint, Bowling, Laser Tag, Retail Space Leasing, Arcade Games, Prize Redemption, Children's Parties, Date Night, Party Rooms, Amusement Industry, and Amusement Centres"
CANDY BOX ENTERTAINMENT LIMITED, ,,Entertainment,2-10 employees,,,, , , , 
Steve Rockman Entertainment,http://www.steverockman.com.au/,,Entertainment,2-10 employees,"Clifton Beach, Queensland",,,"15 Baines St, Clifton Beach, Queensland 4879, AU",-16.77468,145.676221, 
Trent Slater Entertainment,http://trentslaterentertainment.com.au,,Entertainment, ,,,, ,-34.83246,116.911273, 
Proserpine and Whitsunday Entertainment Location Map,http://proserpineentertainment.com.au,,Entertainment, ,"Proserpine, Queensland",,, , , , 
Miller Creative Entertainment,http://www.harrymmiller.com,,Entertainment,2-10 employees,,Privately Held,, , , , 
