Company Name,Website,Phone,Industry,Company Size,HQ,Type,Founded,Location,Latitude,Longitude,Specialities
Michael Brown Beauty,http://www.michaelbrownbeauty.com.au,,Cosmetics,0-1 employees,"Edgecliffe, NSW",Self-Employed,2012,"Suite, 3, 90 New South Head Rd, Edgecliffe, NSW 2029, AU",-32.494981,146.586903,"Makeup Artist, Presenter, Beauty Writer, and Tutorial Expert"
Skeyndor Australia,http://www.skeyndoraustralia.com.au,,Cosmetics,11-50 employees,"Malvern, Victoria",Privately Held,1966,"68 Milton Parade, Malvern, Victoria 3144, AU",-37.849412,145.040889, 
YORA Skin Science,http://yora.com,,Cosmetics,2-10 employees,"Cremorne, Victoria",Privately Held,2018,"Cremorne, Victoria 3121, AU",-37.822907,145.004046, 
Juren Beauty,http://www.jurenbeauty.com.au,,Cosmetics,2-10 employees,"Sydney, NSW",Sole Proprietorship,2006,"4 Parkes Street, Manly Vake, Sydney, NSW 2093, AU",-33.812592,151.296542,"Waxing, Tiniting, Facials, Massage, Spray Tanning, Shellac, Manicures, Pedicures, and Bio Gel Nails"
Tres She,http://www.tresshe.com,,Cosmetics,2-10 employees,"Prahran, Victoria",Privately Held,2017, ,-33.925463,151.074596, 
Hollywood Nails,http://hollywoodnails.com.au,,Cosmetics, ,"Wantirna South, Victoria",,, , , , 
Eva Natural Group,https://evanatural.com.au/,,Cosmetics,51-200 employees,"Sydney, NSW",Privately Held,2010,"323, George St , Sydney, NSW 2000, AU",-33.866515,151.206922,"Beauty, Skin Care, Anti-Ageing, Cosmetics, Makeup, Retail , Sales, Distributors, Manufacturers, Luxury , Exclusive, Organic Products, Innovation, Chemical Free, Body Care, Facial Treatments, Online Store, Skin Analysist, Microdermabrasion, and oxygen therapy"
YVEARAY,http://www.yvevara.com,+61(02)78039258,Cosmetics,2-10 employees,"Rosebery, New South Wales",Privately Held,,"Rosebery, New South Wales 2018, AU",-33.926459,151.209055,"cosmetic formulation, luxury beauty, product development, skincare specialists, and health and wellbeing"
Wendy Christina Premium Skincare,http://www.wendychristina.com,421762173,Cosmetics,2-10 employees,"Dicky Beach, Queensland",Privately Held,2015, ,-30.642066,153.003726, 
Byron Bay Bronze,http://byronbaybronze.com,02 5624 5033,Cosmetics,2-10 employees,"Byron Bay, NSW",Privately Held,2018,"4/74 Centennial Circuit, Byron Bay, NSW 2481, AU",-28.637206,153.578134,"Fake tan, Clean beauty, Self Tanning Products, Professional Tanning Products, Self Tanning Foam, Luxury Face Tan Water, Pro Strength Tan Remover, Professional Spray Tanning Mist, Spray Tanning Machine, Luxury Tanning Mitt, and Sisal & Bamboo Exfoliating Mitt"
Eyelash Beauty, ,,Cosmetics, ,"Mermaid Beach, Queensland",,, ,-37.889218,145.057941, 
Aesthetic Solutions,http://aesthetic-solutions.com.au,,Cosmetics, ,,,, ,-28.010589,153.405688, 
NEON & CO.,http://us.neoncoproducts.com,,Cosmetics,2-10 employees,"Mlebourne, VIC",Sole Proprietorship,2013,"Mlebourne, VIC 3141, AU",-37.014348,143.480452, 
Cosmedi Me,http://www.cosmedime.com.au,0491 233 193,Cosmetics,2-10 employees,"Sydney, nsw",Privately Held,2019,"Sydney, nsw  AU",-33.868633,151.209421, 
Elleebana School of Beauty Therapy,http://elleebana.com.au,,Cosmetics, ,"Phillip, Australian Capital Territory",,, ,-27.122947,116.392594, 
SGD Body & Beauty,http://www.sgdbeauty.com,,Cosmetics,0-1 employees,"North Melbourne, VIC",Sole Proprietorship,2008,"North Melbourne, VIC 3051, AU",-37.798566,144.945165,"skincare, Cosmetics, yoga, barre, barre attack, makeup, spray tanning, massage, makeup artist, bridal makeup, wedding makeup, facials, and massage"
Duval,http://salonduval.com,,Cosmetics, ,"Northcote, Victoria",,, ,-30.498504,151.641862, 
SCOUT Organic Active Beauty,http://scoutactivebeauty.com,02 9344 8557,Cosmetics,2-10 employees,"Paddington, NSW",Privately Held,2014,"PO Box 285, Paddington, NSW 2021, AU",-33.893062,151.228202, 
The Skincare Company,http://theskincarecompany.com.au,0450 772 935,Cosmetics,2-10 employees,"South Geelong, Victoria",Privately Held,2009,"24-28 Raptor Pl, Lot 1, South Geelong, Victoria 3220, AU",-38.159477,144.356048, 
Pellekare,http://www.pellekare.com,61460704995,Cosmetics,2-10 employees,"Melbourne, Victoria",Partnership,2020,"Melbourne, Victoria 3145, AU",-37.825071,144.978682,"Skincare, Organic, Non-toxic, Gender neutral, small business, and Australian sourced"
Lulu and Lipstick, ,,Cosmetics,2-10 employees,,Privately Held,2014,"Brisbane,   AU",-27.469309,153.026164,Cosmetics and Online Shopping
ellé derm,http://elledermaustralia.com,1300 988 536,Cosmetics,2-10 employees,"Brisbane, Australia",Privately Held,2019,"Brisbane, Australia  AU",-27.469309,153.026164, 
Laviol Skincare Solution,http://www.laviol.com.au,+61 2 91146123,Cosmetics,2-10 employees,"North Rocks, New South Wales",Privately Held,2014,"Unit 34, 14 Loyalty Road, North Rocks, New South Wales 2151, AU",-33.775639,151.010524, 
Epilab,http://www.epilab.com.au,,Cosmetics,2-10 employees,"Moorabbin, Victoria",Partnership,2011,"94-102 Keys Rd, Factory 35, Moorabbin, Victoria 3189, AU",-37.941542,145.057782, 
Tripak Pharmaceuticals,http://tripak.com.au,,Cosmetics, ,"Capalaba, Queensland",,, , , , 
CHEV HAIR,http://chevhair.com.au,,Cosmetics, ,,,, ,-33.887599,151.271564, 
Skin Nutrient™,https://skinnutrient.com.au/,732166880,Cosmetics,11-50 employees,"Brisbane, Queensland",Privately Held,2013,"17 Iris Pl, Brisbane, Queensland 4110, AU",-27.469309,153.026164,"Skincare, Natural Skincare, Australian Made, Face Masks, Goat Milk Moisturiser, and Skin Nutrition"
Smart Skin Clinics,http://www.ssclinics.com.au,,Cosmetics,11-50 employees,"Melbourne, Victoria",Privately Held,2010,"8 Everage Street, Melbourne, Victoria 3039, AU",-37.825071,144.978682,"Medical Grade Laser Hair Removal, Cosmetic Tattoo, Teeth Whitening, and Skin Treatments"
Linda Meredith APAC,https://www.lindameredith.com.au/,,Cosmetics, ,"Sydney, NSW",Privately Held,,"1 Buckingham St, Surry Hills , Sydney, NSW 2010, AU",-33.886193,151.207464, 
Unclogd,http://www.unclogd.com.au,,Cosmetics,2-10 employees,,Privately Held,2020,"Melbourne,   AU",-37.825071,144.978682, 
Hemp Worx,http://www.hempworx.com.au,+61 3 9898 0018,Cosmetics,2-10 employees,"Melbourne, Victoria",Privately Held,2011,"Indra Rd, Melbourne, Victoria 3130, AU",-37.825071,144.978682, 
FILLMED Australia,http://www.fillmed.com.au,1300 346 448,Cosmetics,201-500 employees,"Sydney, NSW",Privately Held,1978,"Sydney, NSW 2000, AU",-33.901541,151.198098, 
Beyond Skin Beauty ,https://bsbpacific.com/,,Cosmetics,11-50 employees,"Campbellfield, Victoria",Privately Held,2000,"15 Production Dr, Campbellfield, Victoria 3061, AU",-37.664809,144.969704, 
Long Haul Spa,http://www.longhaulspa.com,+61 498 961 376,Cosmetics,2-10 employees,"Brisbane, Queensland",Privately Held,,"Brisbane, Queensland 4000, AU",-27.469309,153.026164,skincare and travel
Wakeup Your Makeup,http://www.wakeupyourmakeup.com/,,Cosmetics,2-10 employees,,Privately Held,,AU, , , 
Culte Skincare,http://www.culteskincare.com.au,,Cosmetics,2-10 employees,"Williams Landing, Victoria",Privately Held,,"Williams Landing, Victoria 3027, AU",-37.861891,144.743714, 
Flow Hair Design,http://flowhairdesign.com.au,(03) 8753 5833,Cosmetics,2-10 employees,,Sole Proprietorship,2019,"6 Station St, Seaford,  3198, AU",-38.103617,145.126243,"Hair Cut, Hair colour, Stylist, Hair Treatment, and Boutique Salon"
MUD & MUSK,http://www.mudandmusk.com,,Cosmetics,2-10 employees,"Perth, Western Australia",Privately Held,2016,"25 Gladstone St, Perth, Western Australia 6000, AU",-31.947394,115.871628, 
DERMALIST,http://www.dermalist.com,,Cosmetics,11-50 employees,"Melbourne, Victoria",Privately Held,2019,"Level 22, 120 Spencer Street, Melbourne, Victoria 3000, AU",-37.825071,144.978682, 
Cedar + Stone,https://www.cedarandstone.com.au/,,Cosmetics,2-10 employees,"Burleigh, QLD",Partnership,,"Township Drive, 4/90, Burleigh, QLD 4220, AU",-28.111013,153.436552,"Skin care, Cosmetics, Natural Beauty, and Natural skin care"
TERRE A MER,https://www.terreamer.com.au/,,Cosmetics,11-50 employees,"Melbourne, Victoria",Privately Held,2012,"11-19 Bank House, Bank Place, Melbourne, Victoria 3126, AU",-37.825071,144.978682,"Natural hair therapies, Hair products, Keratin straightening, Australian products, Hair dressing, and Hair spa"
Brisbane Hair and Beauty Expo,http://www.brisbanehairandbeautyexpo.com.au,,Cosmetics,2-10 employees,"Brisbane, QLD",Privately Held,2015,"Brisbane Convention & Exhibition Centre, Brisbane, QLD 4101, AU",-27.469309,153.026164,"Beauty, Education, Hair, Networking, and Skincare"
UAS Pharmaceuticals,http://uaspharma.com,,Cosmetics, ,"Castle Hill, New South Wales",,, , , , 
Media Makeup,http://mediamakeup.com.au,,Cosmetics, ,"Adelaide, South Australia",,, ,-28.072397,153.442187, 
MAIN CAMP NATURAL EXTRACTS PTY LTD,http://mcne.com.au,,Cosmetics,11-50 employees,"Rappville, New South Wales",Privately Held,,"840 Main Camp Rd, Rappville, New South Wales 2469, AU",-29.08333,152.95, 
Ella Baché Charlestown,http://charlestown.ellabache.com.au,,Cosmetics,2-10 employees,"Charlestown, New South Wales",Partnership,2012,"Charlestown Square, Level 2 (near Myer), Charlestown, New South Wales 2290, AU",-32.965386,151.693873,"Skin Care, Microdermabrasion, Laser Hair removal, Waxing, Facials, Skin Care, tinting, Spray Tanning, Manicure, and Pedicure"
Tanzee,https://tanzee.com.au/,,Cosmetics,11-50 employees,"Footscray, Victoria",Privately Held,2015,"127 Paisley St, Footscray, Victoria 3011, AU",-37.80032,144.893429, 
GlowDry Australia,https://glowdryaustralia.com.au/,,Cosmetics,0-1 employees,,Sole Proprietorship,,"Perth,   AU",-31.960773,115.834088, 
switchfunky,http://www.switchfunky.com,,Cosmetics,11-50 employees,"Burleigh Heads, Qld",Privately Held,2007,"Unit 5 & 6, 19 Township Drive, Burleigh Heads, Qld 4220, AU",-38.089794,145.161934,"Nail and Beauty Brand Development in Australasia, Marketing of Professional Nail and Beauty Products, Warehousing and Products distribution in the professional beauty channel, and Advanced Nail and Beauty Education Systems development and support in Australasia"
SmilePro Worldwide,https://www.smileproworldwide.com/products/advanced-whitening-kit,,Cosmetics,11-50 employees,"Mooloolaba, Queensland",Privately Held,,"Brisbane Rd, Mooloolaba, Queensland 4557, AU",-26.684217,153.113603, 
Realize Beauty Pty Ltd,http://www.realizebeauty.com,,Cosmetics,2-10 employees,"Blue Mountains, NSW",Privately Held,2008,"Blue Mountains, Blue Mountains, NSW  AU",-33.685687,150.407402,"Cosmetic Brand Development, Thought Leadership, Cosmetic Formulating, Technical Writing, Chemist-on-call trouble shooting, and Blogging"
Pure Jali,http://www.purejali.com.au,(+61) 0478 825 254,Cosmetics,0-1 employees,"Brisbane, Queensland",Privately Held,2012,"Brisbane, Queensland 4034, AU",-27.469309,153.026164,"cosmetics, vegan, cruelty-free, sensitive skin, dermatitis, psoriasis, eczema, acne, skin care, hair care, body lotion, hand cream, shampoo, conditioner, and body wash"
GoBlondie Cosmetics,https://goblondie.com/,,Cosmetics,11-50 employees,"Tweed Heads, New South Wales",Public Company,2016,"Wharf St, Tweed Heads, New South Wales 2485, AU",-28.181508,153.529624,"Foundation, Eye Liner, Lipsticks, and Mascara"
Arbré Beauty Programs,http://www.arbre.com.au,,Cosmetics,11-50 employees,"Thornton, Hunter Valley, NSW",Privately Held,1976,"82 Glenwood drive, Thornton, Hunter Valley, NSW 2322, AU",-32.494981,146.586903,"Skin care, Professional skin care treatments, Spa, Men's Skin care, Beauty, Manufacturing skin care products, Self Tanner, Personal Care, Consumer Products, and Education & Training"
Rina Hepworth- Professional Hair and Makeup Artist,http://www.rinahepworth.com,,Cosmetics,2-10 employees,,Sole Proprietorship,,"4218, AU",-28.039586,153.421692, 
BURLY,http://www.burly.online,,Cosmetics,2-10 employees,,Public Company,2015,"Melbourne ,   AU",-37.825071,144.978682, 
Violet Box,http://www.violetbox.com.au,,Cosmetics,2-10 employees,"South Yarra, Victora",Privately Held,2012,"29 Claremont St, South Yarra, Victora 3141, AU",-37.837099,144.9938,"beauty products, beauty tools, and remarketing services for beauty/cosmetic companies"
Xara Skin Clinic,https://xaraskinclinic.com.au,,Cosmetics,2-10 employees,"Lane Cove, New South Wales",Privately Held,2010,"2/85 Longueville Rd, Lane Cove, New South Wales 2066, AU",-33.813507,151.169818,"Non surgical fat removal, Facials, Non surgicalface lifts, and IPL and Laser skin care"
LAMAV,https://lamav.com/,+61 413 427 748,Cosmetics,201-500 employees,,Privately Held,2007,"La Mav Pty Ltd Suite 5/22 Hudson Ave, Castle Hill, NSW, Australia, Hudson Ave, Castle Hill  2154, AU",-33.72647,150.975226, 
Health Focus Manufacturers,http://healthfocusmanufacturers.com.au,,Cosmetics, ,,,, ,-37.809965,144.899249, 
Your Natural Products - Contract Manufacturers,http://www.yournaturalproducts.com.au,,Cosmetics,2-10 employees,"Sydney/Brisbane, NSW & QLD",Privately Held,2015,"Sydney/Brisbane, NSW & QLD  AU",-32.494981,146.586903,"skin care, body care, hair care, contract manufacturing, natural, australian, formulation, export, branding, marketing, website design, business consulting, product strategy, innovation, and start-ups"
Audrey Twins Beauty ,http://www.twinninginmakeup.com.au,,Cosmetics,2-10 employees,,Public Company,2012,"3000 Melbourne, Melbourne,   AU",-37.813937,144.961602,"Personal Styling, Fashion Styling, Makeup Artistry, and Hair Styling"
Solibar - Solid Haircare Bars,http://www.solibar.co,,Cosmetics,0-1 employees,"Melbourne, Victoria",Privately Held,2018,"Melbourne, Victoria 3000, AU",-37.813046,144.962398,"haircare, hair, shampoo, shampoo bars, solid haircare, natural ingredients, and vegan"
OrganiQ Kangaroo Island,http://organiqaustralia.com.au,,Cosmetics,2-10 employees,"Penneshaw, South Australia",Privately Held,2016,"South Terrace, Penneshaw, South Australia 5222, AU",-35.727558,137.940112, 
Ali Hamylton Cosmetics,http://alihamylton.com.au/,,Cosmetics,11-50 employees,"Tugun, QLD",Public Company,1991,"P. O. Box 225, Tugun, QLD 4224, AU",-28.148199,153.491084,"Cosmetics, Makeup Products, red lipstick, dual foundation, dual foundation refills, easy eye makeup, Makeup artist brushes, and blushes"
Blondies,http://blondieshair.com.au,,Cosmetics, ,,,, , , , 
Vanessa Ivy,http://www.vanessaivy.com,03 9021 0030,Cosmetics,2-10 employees,,Privately Held,2019,"Melbourne,   AU",-37.825071,144.978682,"Nail Polish, Cosmetics, Beauty, Gifts, Vegan, Cruelty-Free, Australian Made, Clean Beauty, Safe Cosmetics, Makeup, Nail Varnish, and Nail Lacquer"
Lemongrass House Australia,http://www.lemongrasshouse.com.au,,Cosmetics,2-10 employees,"Smithfield, QLD",Public Company,2014, ,-33.080363,115.894744,"Cosmetics, Natural products, Beauty products, Essential Oils, Massage Oils, and Fresh Hand Made Spa Products"
PureSmile Teeth Whitening,http://www.puresmile.com.au,1300 858 199,Cosmetics,11-50 employees,"Ultimo, New South Wales",Privately Held,2014,"Sydney, Ultimo, New South Wales 2007, AU",-33.880253,151.197953,"Cosmetic teeth whitening, Teeth whitening products, and Dental teeth whitening supplier"
Bronzalicious Tan|Skin|Body,http://www.bronzalicious.com.au,,Cosmetics,11-50 employees,"Neutral Bay, NSW",Sole Proprietorship,2003,"Shop 4 / 196 Military Rd, Rear of Building, Neutral Bay, NSW 2089, AU",-33.834865,151.217798,"Tanning, Facial Therapy, Mani and Pedi, Body Therapy, and Waxing"
Gloria Gangi - Makeup Artist,http://www.gloriagangi.com.au,,Cosmetics,0-1 employees,"Sydney, NSw",Self-Employed,2014,"Concord, Sydney, NSw 2137, AU",-33.868633,151.209421,"Special Occasion Makeup, Corporate Makeup, Bridal Makeup, and Race Day Makeup"
Empassion Natural,http://www.empassion.com.au,,Cosmetics,11-50 employees,"Tweed Heads Sth, NSW",Privately Held,2015, , , , 
Sydney Cosmetic & Plastic Surgery Clinic,http://www.sydneycosmeticclinic.com.au,02 9267 3322,Cosmetics,2-10 employees,"Sydney, NSW",Sole Proprietorship,1985,"Level 8, 60 Park St, Sydney, NSW 2000, AU",-33.873056,151.209698,"cosmetic surgery, Face and neck lifts, non-surgical cosmetic treatments, Anti-wrinkle injections, rhinoplasty, laser eyelid surgery, acne, and dermal filler"
Boodjera - Native Australian Skincare ,https://www.boodjera.com.au,,Cosmetics,2-10 employees,"Perth, Western Australia",Privately Held,2017,"West St, Perth, Western Australia 6005, AU",-31.960773,115.834088, 
Nhbs,http://nhbs.com.au,,Cosmetics, ,,,, , , , 
nude beauty products Australia,https://nudebeautyproducts.com.au/,,Cosmetics,2-10 employees,"Perth, Western Australia",Privately Held,2019,"108 St Georges Terrace, Level 25, Perth, Western Australia 6000, AU",-31.954446,115.857061, 
Fijivirginoil.com,http://www.fijivirginoil.com,,Cosmetics,2-10 employees,"Sydney, NSW",Public Company,2014,"Princes Hwy, Sydney, NSW 2044, AU",-33.868633,151.209421,"Cold Pressed Virgin Coconut Oil, Skin, Hair & Food Products, Wholesale & Retail Virgin Oil, and Organic Products"
BODI - Botanical Oleohydrating Dermaceutical Infusions, ,,Cosmetics,0-1 employees,,Sole Proprietorship,2013,"Brisbane,   AU",-27.469309,153.026164, 
laserbysia,http://www.laserhairremovalbysia.com.au,,Cosmetics,11-50 employees,"Bondi Junction, NSW",Privately Held,2005,"306/3 Waverley Street, Bondi Junction, NSW 2022, AU",-33.892831,151.251491,"Bikini Hair Removal, Brazilian Hair Removal, Women’s Facial Hair Removal, Women’s Body Hair Removal, Men’s Laser Hair Removal, Annoying Facial Hair Removal, Unwanted Body Hair Removal, and Ingrown Hair Removal"
Coco Skin Laser Health,http://www.cocoskinlaserhealth.com.au,,Cosmetics,11-50 employees,"Newcastle, NSW",Privately Held,2012,"175 Scott Street, Newcastle, NSW 2300, AU",-32.926504,151.7807,"Cosmetic Medicine, Anti-Wrinkle Injection, Tattoo Removal, ACNE Treatment, BBL Therapy, Skin Resurfacing, Cosmetic Tattooing, Hair Removal, Pigmentation, Scarring, Enzyme Reactivation, Micropen, Hyfrecation, Dermal Filler, Vascular Laser, and Circumference Reduction"
His Grooming WA ,http://www.hisgroomingwa.com.au,450616092,Cosmetics,2-10 employees,"Ardross, Western Australia",Sole Proprietorship,2010,"130b Riseley St, Ardross, Western Australia 6153, AU",-32.032346,115.838575, 
Hair and Skin Science,http://www.hairandskinscience.com.au,61472647011,Cosmetics,11-50 employees,"Sydney, NSW",Privately Held,2017, ,-27.41513,153.050372,"PRP hair regrowth treatment, PRP skin treatment, Copper Peptide for hair loss, Injectables, Thread Lift, and Skin Care"
Pureskin Australia,http://www.pureskin.net.au,,Cosmetics,11-50 employees,"Clontarf, QLD",Privately Held,2013,"PO Box 310, Clontarf, QLD 4019, AU",-27.258441,153.08689,"Beauty Therapy, Skin Treatment, Skin Management, Acne Treatment, Acne Management, Skin Diagnosis, Psoriasis and Excema treatment, Psoriasis and Excema Management, Young and Mature Skin, Sulfate free products, and Natural Active Ingredients"
